PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,principal_variation,sparring_full_pv_probs,sparring_full_model_moves,sparring_wdl,branch_1,branch_2,branch_1_probs,branch_2_probs,full_model_moves,full_pv_probs,corrupted_fen
GTN5a,2kr3r/1pp1nppp/8/4Pb2/5P2/2n1NN2/4BKPP/R6R b - - 1 19,c3e2 a1a8 c8d7 h1d1,1536,91,80,35,crushing middlegame short,https://lichess.org/THj0DnUA/black#37,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,"['a1a8', 'c8d7', 'h1d1']","[0.2010578215122223, 1.0, 0.2639271914958954]","['f2e2', 'c8d7', 'a8a4']","[0.003041880438104272, 0.9881489872932434, 0.008809177204966545]","['e3f5', 'e7f5', 'f2e2']","['a1a8', 'c8d7', 'h1d1']","[0.47412288188934326, 0.9334783554077148, 0.8559507727622986]","[0.35271695256233215, 1.0, 0.7926560044288635]","['e3f5', 'e7f5', 'f2e2']","[0.35271695256233215, 1.0, 0.7926560044288635]",2kr3r/1pp1nppp/8/4Pb2/5P1R/4NN2/4nKPP/R7 w - - 0 20
GbXUb,8/1b3pk1/p2b1p2/8/1p1pr3/1N1N2P1/PP3P2/R2Q2Kr w - - 4 39,g1h1 e4h4 h1g1 h4h1,1739,75,93,3550,doubleCheck mate mateIn2 middlegame short,https://lichess.org/j0FUVt2h#76,,"['e4h4', 'h1g1', 'h4h1']","[0.07501281797885895, 1.0, 0.5911604166030884]","['e4e1', 'h1g1', 'h4h1']","[0.010743985883891582, 0.8839085102081299, 0.10534755885601044]","['e4e1', 'h1h2', 'e1d1']","['e4h4', 'h1g1', 'h4h1']","[0.4888477027416229, 1.0, 0.8362802267074585]","[0.4326647222042084, 1.0, 0.8800593018531799]","['e4e1', 'h1h2', 'e1d1']","[0.4326647222042084, 1.0, 0.8800593018531799]",8/1b3pk1/p2b1p2/8/1p1pr3/1N1N1PP1/PP3P2/R2Q3K b - - 0 39
GhClm,2bk4/Q1Rqb2r/1P1p1p2/3P1P2/4P1pp/8/6PP/6K1 b - - 2 33,d7b5 c7c8 d8c8 a7c7,1835,80,65,107,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/V2mmHEy0/black#65,,"['c7c8', 'd8c8', 'a7c7']","[0.07127170264720917, 1.0, 0.3557489812374115]","['b6b7', 'd8c8', 'a7a8']","[0.0026754674036055803, 0.9914683103561401, 0.0058561875484883785]","['a7b8', 'b5b1', 'g1f2']","['c7c8', 'd8c8', 'a7c7']","[0.431878000497818, 0.7198176980018616, 0.9900522828102112]","[0.36411094665527344, 1.0, 0.9304055571556091]","['a7b8', 'b5b1', 'g1f2']","[0.36411094665527344, 1.0, 0.9304055571556091]",2bk4/Q1R4r/1P1p1pb1/1q1P1P2/4P1pp/8/6PP/6K1 w - - 3 34
GiKkC,6k1/1R6/p3pP1p/3p3N/1p1b2P1/r7/7P/7K b - - 2 36,b4b3 f6f7 g8f8 h5f4,1947,82,79,36,advancedPawn crushing endgame short,https://lichess.org/a0cNAekH/black#71,,"['f6f7', 'g8f8', 'h5f4']","[0.07194548845291138, 0.9702677726745605, 0.5561561584472656]","['h1g2', 'g8f8', 'h5f4']","[0.002068772679194808, 0.9945955872535706, 0.003335664514452219]","['b7b8', 'g8f7', 'b8b7']","['f6f7', 'g8f8', 'h5f4']","[0.48422375321388245, 0.7148981094360352, 0.9463517069816589]","[0.4180550277233124, 0.9713684916496277, 0.9620149731636047]","['b7b8', 'g8f7', 'b8b7']","[0.4180550277233124, 0.9713684916496277, 0.9620149731636047]",6k1/1R6/p3pP1p/3p4/3b2P1/rp6/7P/3N3K w - - 0 37
Guqpy,r2q1rk1/6pp/p1p2b2/np1pN3/3P4/1P4NP/P1Q2PP1/R3R1K1 w - - 1 22,e5c6 a5c6 c2c6 f6d4,2061,78,91,2408,advantage capturingDefender middlegame short,https://lichess.org/yeZ0WgKN#42,,"['a5c6', 'c2c6', 'f6d4']","[0.12362905591726303, 0.7924462556838989, 0.6019978523254395]","['d8c7', 'c2c6', 'f6d4']","[0.015876103192567825, 0.9097013473510742, 0.07442259788513184]","['a5c6', 'c2c6', 'f6d4']","['a8c8', 'c6d8', 'c8c2']","[0.4741346836090088, 0.8353263735771179, 0.9356066584587097]","[0.43780049681663513, 0.8934943079948425, 0.9287635087966919]","['a5c6', 'c2c6', 'f6d4']","[0.4741346836090088, 0.8353263735771179, 0.9356066584587097]",r2q2k1/6pp/p1N2b2/np1pr3/3P4/1P4NP/P1Q2PP1/R3R1K1 b - - 0 22
GwWi7,5rk1/pR2Rpb1/2p3p1/6N1/r1P5/4P3/6PP/6K1 w - - 0 30,g5e6 a4a1 g1f2 f7e6,1671,75,93,1197,advantage discoveredAttack endgame short,https://lichess.org/22H87AQe#58,,"['a4a1', 'g1f2', 'f7e6']","[0.4461672008037567, 0.9975095987319946, 0.2980552017688751]","['a4a1', 'g1f2', 'a1a2']","[0.004288486670702696, 0.9896559715270996, 0.006055558566004038]","['g7f6', 'e6f8', 'f6e7']","['a4a1', 'g1f2', 'f7e6']","[0.4861072599887848, 0.8586009740829468, 0.8385993242263794]","[0.4017592668533325, 0.9869757294654846, 0.7353499531745911]","['g7f6', 'e6f8', 'f6e7']","[0.4017592668533325, 0.9869757294654846, 0.7353499531745911]",r5k1/pR2Rpb1/2p1N1p1/8/r1P5/4P3/6PP/6K1 b - - 1 30
H3RFs,5rk1/4rppp/B7/1QpqN1nb/3P4/1P2P1P1/P4P1P/2R1R1K1 w - - 1 26,b5c5 g5h3 g1f1 d5h1,1956,77,79,79,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ZlLyaftS#50,,"['g5h3', 'g1f1', 'd5h1']","[0.11528001725673676, 1.0, 0.3261259198188782]","['g5h3', 'g1f1', 'd5h1']","[0.0284990593791008, 0.7553465962409973, 0.21615436673164368]","['g5h3', 'g1f1', 'd5h1']","['e7e5', 'c5d5', 'e5d5']","[0.45416074991226196, 1.0, 0.8424005508422852]","[0.4115593135356903, 0.8266115784645081, 0.9385792016983032]","['g5h3', 'g1f1', 'd5h1']","[0.45416074991226196, 1.0, 0.8424005508422852]",5rk1/4rppp/B7/2QqN1n1/3P4/1Pb1P1P1/P4P1P/2R1R1K1 b - - 0 26
H5OUa,2r2r2/1p3pk1/pq2b3/2bp3N/6nQ/1PN5/P1P2PPP/R4RK1 b - - 1 21,g7g8 h4g5 g8h8 g5g7,1523,75,82,212,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Oq9lxQy2/black#41,,"['h4g5', 'g8h8', 'g5g7']","[0.28164637088775635, 0.09078443795442581, 0.4042380154132843]","['h4g5', 'g8h7', 'g5g7']","[0.012430477887392044, 0.9800437688827515, 0.007525823079049587]","['h4g5', 'g8h8', 'g5g7']","['c3d5', 'c5f2', 'f1f2']","[0.5631024241447449, 0.7734498381614685, 0.8594816327095032]","[0.34990713000297546, 0.7545487880706787, 0.8079875111579895]","['h4g5', 'g8h8', 'g5g7']","[0.5631024241447449, 0.7734498381614685, 0.8594816327095032]",2r3k1/1p3p2/pq2b3/2bp3N/4r1nQ/1PN5/P1P2PPP/R4RK1 w - - 2 22
HAT1l,7k/4NQ2/6pp/2p5/2P5/4q1P1/2n3KP/8 b - - 1 33,c2e1 g2h3 e3e7 f7e7,1036,76,100,841,endgame,https://lichess.org/KjdU64Ox/black#65,,"['g2h3', 'e3e7', 'f7e7']","[0.48842594027519226, 0.037237782031297684, 0.9535889029502869]","['g2h3', 'g6g5', 'f7e7']","[0.04450441896915436, 0.9502578377723694, 0.005237801466137171]","['g2h3', 'e3e7', 'f7e7']","['g2f1', 'e3f3', 'f7f3']","[0.6584981679916382, 0.8296827673912048, 0.9651345610618591]","[0.3280573785305023, 0.8530346751213074, 0.9803613424301147]","['g2h3', 'e3e7', 'f7e7']","[0.6584981679916382, 0.8296827673912048, 0.9651345610618591]",7k/4N3/6pp/2p5/2P5/4q1P1/6KP/2Q1n3 w - - 2 34
HJKok,7k/p3b3/2RN3p/3nP2K/3P2R1/r7/1r4PP/8 b - - 12 39,b2g2 d6f7 h8h7 c6h6,1751,76,95,14723,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/M76oUz3n/black#77,,"['d6f7', 'h8h7', 'c6h6']","[0.06329368054866791, 1.0, 0.6518517136573792]","['g4g2', 'h8h7', 'c6h6']","[0.00562235526740551, 0.9904277324676514, 0.0039499495178461075]","['g4g2', 'd5f4', 'h5g4']","['d6f7', 'h8h7', 'c6h6']","[0.49076569080352783, 0.8208649158477783, 0.973095178604126]","[0.4239446520805359, 1.0, 0.8775423169136047]","['g4g2', 'd5f4', 'h5g4']","[0.4239446520805359, 1.0, 0.8775423169136047]",7k/p3b3/3N3p/3nP2K/3P1RR1/r7/6rP/8 w - - 0 40
HMCDt,3qr3/1p4pk/p2pb1Rp/4n2Q/2r4R/1N5P/PP4P1/1B4K1 b - - 0 24,c4h4 g6h6 h7g8 h6h8,1749,75,95,4740,doubleCheck mate mateIn2 middlegame short,https://lichess.org/Fcvx1BvK/black#47,,"['g6h6', 'h7g8', 'h6h8']","[0.04946557804942131, 1.0, 0.12629203498363495]","['h5e5', 'h7g8', 'h6h8']","[0.04785614088177681, 0.5587641000747681, 0.39337974786758423]","['g6e6', 'g7g6', 'b1g6']","['g6h6', 'h7g8', 'h6h8']","[0.4770272374153137, 0.9234700202941895, 0.8203108906745911]","[0.4113275408744812, 1.0, 0.8941735625267029]","['g6e6', 'g7g6', 'b1g6']","[0.4113275408744812, 1.0, 0.8941735625267029]",3qr3/1p4pk/p2pb1Rp/4n2Q/4r3/1N5P/PP4P1/1B4K1 w - - 0 25
HgCec,rn2kb1r/ppp2p2/3p1q1p/3n2p1/3P1p2/1P3N2/P1P1B1PP/R1BQR1K1 b kq - 0 12,a7a6 e2b5 e8d8 e1e8,1756,77,86,708,doubleCheck mate mateIn2 opening short,https://lichess.org/bM84vAOI/black#23,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense,"['e2b5', 'e8d8', 'e1e8']","[0.00562438415363431, 1.0, 0.15503154695034027]","['c2c4', 'e8d8', 'b5c4']","[0.016795344650745392, 0.936977207660675, 0.04622741788625717]","['e2a6', 'd5e7', 'a6b7']","['e2b5', 'e8d8', 'e1e8']","[0.6004012227058411, 0.8821065425872803, 0.8951845765113831]","[0.316927433013916, 1.0, 0.9165070056915283]","['e2a6', 'd5e7', 'a6b7']","[0.316927433013916, 1.0, 0.9165070056915283]",rn2k2r/1pp1bp2/p2p1q1p/3n2p1/3P1p2/1P3N2/P1P1B1PP/R1BQR1K1 w kq - 0 13
Hmqkn,8/3p4/6k1/2P1B3/4R2P/pP1b2K1/1b6/8 w - - 2 41,e4e1 b2e5 e1e5 a3a2,1320,78,94,18303,advancedPawn advantage endgame master short,https://lichess.org/YzeYzTfX#80,,"['b2e5', 'e1e5', 'a3a2']","[0.02280447818338871, 0.753456175327301, 0.47535011172294617]","['g6f5', 'e1e5', 'a3a2']","[0.011402808129787445, 0.9308831691741943, 0.05771401524543762]","['b2e5', 'e1e5', 'a3a2']","['g6f5', 'e5b2', 'a3b2']","[0.3944458067417145, 0.7918573617935181, 0.9531210660934448]","[0.35814806818962097, 0.7818743586540222, 0.963070809841156]","['b2e5', 'e1e5', 'a3a2']","[0.3944458067417145, 0.7918573617935181, 0.9531210660934448]",8/3p4/6k1/1bP1B3/7P/pP4K1/1b6/4R3 b - - 3 41
HpnZl,3k4/1p3Rp1/p2b4/2N1p1q1/1PpnQ3/P7/6P1/5R1K w - - 14 41,e4b7 g5h4 h1g1 d4e2,1671,74,89,1352,mate mateIn2 middlegame short,https://lichess.org/UbNxulEK#80,,"['g5h4', 'h1g1', 'd4e2']","[0.47797030210494995, 1.0, 0.4518609046936035]","['g5h4', 'h1g1', 'd4e2']","[0.0018607801757752895, 0.9920220375061035, 0.006117192097008228]","['g5h6', 'h1g1', 'h6e3']","['g5h4', 'h1g1', 'd4e2']","[0.5359565615653992, 1.0, 0.8691760897636414]","[0.35237109661102295, 1.0, 0.9115234613418579]","['g5h6', 'h1g1', 'h6e3']","[0.35237109661102295, 1.0, 0.9115234613418579]",3k4/1Q4p1/p2b4/2N1p1q1/1Ppn4/P5R1/6P1/5R1K b - - 0 41
Hvqj4,r2qk2r/pQpn1p2/4p1p1/3pP2p/4n1bP/1B6/PPP2PP1/RNB1R1K1 b kq - 0 16,d8h4 b7a8 e8e7 a8a7,2651,101,92,674,crushing hangingPiece middlegame short,https://lichess.org/Hcc3ZH1x/black#31,Pirc_Defense Pirc_Defense_Other_variations,"['b7a8', 'e8e7', 'a8a7']","[0.09439904987812042, 0.9177267551422119, 0.6687068939208984]","['e1e4', 'e8e7', 'a8a7']","[0.0047768461517989635, 0.9844352602958679, 0.010787866078317165]","['e1e4', 'a8b8', 'b7c7']","['b7a8', 'e8e7', 'a8a7']","[0.47316256165504456, 0.8909724354743958, 0.7153646945953369]","[0.4700026214122772, 0.9409409165382385, 0.816142201423645]","['e1e4', 'a8b8', 'b7c7']","[0.4700026214122772, 0.9409409165382385, 0.816142201423645]",r3k2r/pQp2p2/4p1p1/3pP2p/4n1bq/1B6/PPP2PP1/RNB1RnK1 w kq - 0 17
I3n30,r2b2k1/pp4pp/2p1N2q/3p3r/3Pp1Q1/2P3B1/PP3PP1/R4RK1 w - - 5 22,f2f3 h5h1 g1f2 h6d2,1500,94,84,23,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/JTnagpdw#42,,"['h5h1', 'g1f2', 'h6d2']","[0.287137508392334, 1.0, 0.5002711415290833]","['h6e3', 'g1f2', 'h6d2']","[0.004419952630996704, 0.9844900965690613, 0.011089914478361607]","['e4e3', 'g4g7', 'h6g7']","['h5h1', 'g1f2', 'h6d2']","[0.46766436100006104, 0.8897030353546143, 1.0]","[0.38234394788742065, 1.0, 0.8963478207588196]","['e4e3', 'g4g7', 'h6g7']","[0.38234394788742065, 1.0, 0.8963478207588196]",r2b2k1/pp4pp/2p1N2q/3p3r/3Pp1Q1/2P2PB1/PP4P1/R2R2K1 b - - 0 22
I7XeV,1r5r/Rpk5/Q1p1N3/4p3/4P2p/5P2/1qP3PK/8 b - - 1 25,c7c8 a6c6 b7c6 a7c7,1692,74,96,15863,endgame mate mateIn2 sacrifice short,https://lichess.org/kwX9icj6/black#49,,"['a6c6', 'b7c6', 'a7c7']","[0.0077107856050133705, 1.0, 0.6603249311447144]","['a6a5', 'b7c6', 'a7c7']","[0.005994481034576893, 0.9905573129653931, 0.0034481496550142765]","['a6c6', 'b7c6', 'a7c7']","['a6a5', 'c8d7', 'e6c5']","[0.44015347957611084, 1.0, 0.8742137551307678]","[0.33453959226608276, 0.9083163142204285, 0.7983707785606384]","['a6c6', 'b7c6', 'a7c7']","[0.44015347957611084, 1.0, 0.8742137551307678]",1rk5/Rp2r3/Q1p1N3/4p3/4P2p/5P2/1qP3PK/8 w - - 2 26
IC3JO,r1r3k1/2R2pp1/2n4p/4p3/p1q1R3/2P2Q1P/5PP1/6K1 b - - 3 22,c4e4 f3f7 g8h8 f7g7,1034,76,94,3507,endgame mate mateIn2 short,https://lichess.org/Tktdseqx/black#43,,"['f3f7', 'g8h8', 'f7g7']","[0.23256106674671173, 0.747767984867096, 0.7372052669525146]","['f3f7', 'g8h8', 'f7g7']","[0.004309150390326977, 0.9199563264846802, 0.07573453336954117]","['f3f7', 'g8h8', 'f7g7']","['c7c8', 'a8c8', 'f3e4']","[0.527216374874115, 0.7835588455200195, 0.8591715097427368]","[0.4365774989128113, 0.9877061247825623, 0.9594738483428955]","['f3f7', 'g8h8', 'f7g7']","[0.527216374874115, 0.7835588455200195, 0.8591715097427368]",r1r3k1/2R2ppq/2n4p/4p3/p7/2P2Q1P/5PP1/6K1 w - - 0 23
ICLzT,r5k1/p4ppp/2Q1b2q/2BNp3/2p5/4P1P1/PP3n1P/2KR4 b - - 4 22,e6d5 c6a8 d5a8 d1d8,1621,84,82,348,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/VOlQsdEz/black#43,,"['c6a8', 'd5a8', 'd1d8']","[0.014491736888885498, 1.0, 0.5251367092132568]","['c6d5', 'd5a8', 'd1d8']","[0.0037371129728853703, 0.986723005771637, 0.00953980814665556]","['c6a8', 'd5a8', 'd1d8']","['c6h6', 'g7h6', 'd1d5']","[0.4235607981681824, 1.0, 0.8440371751785278]","[0.4172024428844452, 0.8829723596572876, 0.9367145895957947]","['c6a8', 'd5a8', 'd1d8']","[0.4235607981681824, 1.0, 0.8440371751785278]",r7/p4ppp/2Q4q/2Bbp3/2p5/4P1Pk/PP3n1P/2KR4 w - - 0 23
IIbqm,3qr1k1/p6p/4bpp1/5nB1/3p1Q2/3B4/P1P2PPP/4R1K1 w - - 0 23,d3f5 e6f5 e1e8 d8e8,2181,80,90,1030,advantage middlegame short,https://lichess.org/DXFZO0Ne#44,,"['e6f5', 'e1e8', 'd8e8']","[0.3141404092311859, 0.49015524983406067, 0.8175960779190063]","['e6f5', 'e1e8', 'd8e8']","[0.002322668908163905, 0.9918179512023926, 0.00585936801508069]","['e6f5', 'e1e8', 'd8e8']","['f6g5', 'f5e6', 'e8e6']","[0.5207247734069824, 0.8500677347183228, 0.9920807480812073]","[0.32901543378829956, 0.7675472497940063, 0.9904050827026367]","['e6f5', 'e1e8', 'd8e8']","[0.5207247734069824, 0.8500677347183228, 0.9920807480812073]",3qr1k1/p6p/4bpp1/5BB1/3p1Q2/8/P1P2PPP/3KR3 b - - 0 23
IQGb6,6k1/p5pp/bp2p3/2p5/2P5/6P1/P2Q1K1q/1RB5 w - - 0 24,f2e1 h2g1 e1e2 a6c4,1709,74,87,695,crushing endgame master short,https://lichess.org/SizXkgDK#46,,"['h2g1', 'e1e2', 'a6c4']","[0.27984774112701416, 1.0, 0.5354981422424316]","['h2h1', 'e1e2', 'a6c4']","[0.003299577161669731, 0.9942190647125244, 0.0024813483469188213]","['h2g1', 'e1e2', 'a6c4']","['h2h1', 'e1f2', 'h1h2']","[0.5808442831039429, 1.0, 0.9463335275650024]","[0.35784298181533813, 0.9297252893447876, 0.7811707854270935]","['h2g1', 'e1e2', 'a6c4']","[0.5808442831039429, 1.0, 0.9463335275650024]",6k1/p5pp/bp2p3/1Rp5/2P5/6P1/P2Q3q/2B1K3 b - - 1 24
IRa6B,r2q1rk1/1p3p1p/p7/2p3pQ/Pn5b/1B6/1PP1NnPP/R1B2R1K w - - 3 23,f1f2 d8d1 f2f1 d1f1,762,101,92,1154,advantage kingsideAttack middlegame short,https://lichess.org/dGWK8e5v#44,,"['d8d1', 'f2f1', 'd1f1']","[0.10578488558530807, 0.0746741071343422, 0.8094372153282166]","['h4f2', 'e2g1', 'd1f1']","[0.009450046345591545, 0.9360838532447815, 0.054466117173433304]","['d8d1', 'f2f1', 'd1f1']","['h4f2', 'c1g5', 'd8d6']","[0.4549099802970886, 0.9170348048210144, 0.9274605512619019]","[0.44592127203941345, 0.9197890758514404, 0.7111849784851074]","['d8d1', 'f2f1', 'd1f1']","[0.4549099802970886, 0.9170348048210144, 0.9274605512619019]",r2q1r2/1p3p1p/p7/2p3pQ/Pn5b/1B6/1PP1NRPP/R1B1k2K b - - 0 23
IYjPk,1r2kb1r/1pp2ppp/p1n1b2n/8/2Q1N3/5N2/PB3PPP/R3R1K1 b k - 0 18,e6c4 e4f6 e8d8 e1e8,1927,75,95,13297,doubleCheck mate mateIn2 middlegame short,https://lichess.org/Ku1bmxT0/black#35,Danish_Gambit_Accepted Danish_Gambit_Accepted_Other_variations,"['e4f6', 'e8d8', 'e1e8']","[0.25929781794548035, 1.0, 0.16468320786952972]","['e4f6', 'e8d8', 'a1d1']","[0.015323569998145103, 0.9030492901802063, 0.08162717521190643]","['e4d6', 'e8d7', 'd6c4']","['e4f6', 'e8d8', 'e1e8']","[0.48225662112236023, 0.8402596712112427, 0.9132376909255981]","[0.45132264494895935, 1.0, 0.8707635998725891]","['e4d6', 'e8d7', 'd6c4']","[0.45132264494895935, 1.0, 0.8707635998725891]",1r2kb1r/1pp2ppp/p1n4n/8/2b1N3/8/PB2NPPP/R3R1K1 w k - 0 19
IYxG3,6k1/p1R3R1/bp1pP1p1/1q1P3p/6n1/2P5/P1P4P/6K1 b - - 0 30,g8f8 c7f7 f8e8 g7g8,1911,79,87,1108,endgame mate mateIn2 short,https://lichess.org/OF06U6SE/black#59,,"['c7f7', 'f8e8', 'g7g8']","[0.39620599150657654, 1.0, 0.5635582208633423]","['g7f7', 'f8e8', 'g7g8']","[0.003911057021468878, 0.994645357131958, 0.0014435839839279652]","['c7f7', 'f8e8', 'g7g8']","['e6e7', 'f8g7', 'e7e8q']","[0.6457865238189697, 1.0, 0.932715892791748]","[0.3039853572845459, 0.9059306383132935, 0.9387076497077942]","['c7f7', 'f8e8', 'g7g8']","[0.6457865238189697, 1.0, 0.932715892791748]",5k2/p1R5/bp1pP1p1/1q1P3p/6n1/2P3R1/P1P4P/6K1 w - - 1 31
Iewfd,6k1/p1rRNpp1/1p3q1p/8/8/2r1PQP1/P4PKP/8 b - - 14 29,g8h7 f3e4 g7g6 e7d5,2171,76,91,2836,crushing endgame master short,https://lichess.org/Y3lEQiCs/black#57,,"['f3e4', 'g7g6', 'e7d5']","[0.6910040974617004, 0.6727217435836792, 0.33545735478401184]","['f3e4', 'g7g6', 'e7d5']","[0.0026785358786582947, 0.9929292798042297, 0.004392159171402454]","['f3e4', 'g7g6', 'e7d5']","['f3a8', 'f6e7', 'd7e7']","[0.5040388703346252, 0.9648036360740662, 0.7810220122337341]","[0.42007794976234436, 0.8240064978599548, 0.9208182096481323]","['f3e4', 'g7g6', 'e7d5']","[0.5040388703346252, 0.9648036360740662, 0.7810220122337341]",5r2/p2RNppk/1p3q1p/8/8/2r1PQP1/P4PKP/8 w - - 15 30
Ik8Zq,2Q3R1/8/3r1qkp/1pp2p2/3p2p1/3P4/1P3PP1/6K1 b - - 1 38,g6h5 c8e8 f6g6 g8g6,1472,77,93,591,crushing endgame short,https://lichess.org/D0EE0xLm/black#75,,"['c8e8', 'f6g6', 'g8g6']","[0.31472229957580566, 0.16905710101127625, 0.030443066731095314]","['g2g3', 'h5h4', 'g2g3']","[0.04634186625480652, 0.9446732997894287, 0.00898490659892559]","['c8e8', 'f6g6', 'g8g6']","['g8f8', 'f6e6', 'f8f5']","[0.526866614818573, 0.8976966738700867, 0.9096243977546692]","[0.3001713156700134, 0.7157905101776123, 0.7350374460220337]","['c8e8', 'f6g6', 'g8g6']","[0.526866614818573, 0.8976966738700867, 0.9096243977546692]",2Q3R1/8/3r1q1p/1pp2p2/3p2p1/3P4/1P2kPP1/6K1 w - - 2 39
Ilgc4,2r4k/1b4p1/1p1bpr1p/pP1n1p2/P2N4/2P4P/1Q1N1Pn1/1BR1R1K1 w - - 0 29,g1g2 d5e3 g2g1 f6g6,1899,74,94,2107,doubleCheck mate mateIn2 middlegame short,https://lichess.org/N6ko0b05#56,,"['d5e3', 'g2g1', 'f6g6']","[0.07551144808530807, 1.0, 0.6853576898574829]","['d5f4', 'g2g1', 'f6g6']","[0.007628241088241339, 0.9565385580062866, 0.035833220928907394]","['d5e3', 'g2g1', 'f6g6']","['d5f4', 'g2f1', 'b7g2']","[0.505469560623169, 1.0, 0.8972184062004089]","[0.3686639964580536, 0.8174012303352356, 0.8247057199478149]","['d5e3', 'g2g1', 'f6g6']","[0.505469560623169, 1.0, 0.8972184062004089]",2r4k/1b4p1/1p1bpr1p/pP1n1p2/P2N4/2P4P/1Q1N1P2/1BR1R2K b - - 0 29
IlmGo,rnk1B2r/pppbQ1pp/8/6B1/8/2N2NK1/Pq4PP/3R4 b - - 2 19,h8e8 e7e8 d7e8 d1d8,1725,75,92,429,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/jRkG406k/black#37,,"['e7e8', 'd7e8', 'd1d8']","[0.013301360420882702, 1.0, 0.4492473006248474]","['c3d5', 'd7e8', 'd1d8']","[0.005836486350744963, 0.9817455410957336, 0.012418038211762905]","['e7e8', 'd7e8', 'd1d8']","['d1d7', 'e8e7', 'd7e7']","[0.48117804527282715, 1.0, 0.8526634573936462]","[0.34560564160346985, 0.8533946871757507, 0.8169471025466919]","['e7e8', 'd7e8', 'd1d8']","[0.48117804527282715, 1.0, 0.8526634573936462]",rnk1r3/pppbQ1pp/5p2/6B1/8/2N2NK1/Pq4PP/3R4 w - - 0 20
IpzPZ,r3k1r1/P1Qp1p1p/p1b1pp2/4n2q/4P3/1NN5/PP3PP1/R4KR1 b q - 0 18,e5f3 c7b8 e8e7 b8b4,2118,76,76,102,crushing middlegame short,https://lichess.org/Tb3DV4xT/black#35,Sicilian_Defense Sicilian_Defense_Kan_Variation,"['c7b8', 'e8e7', 'b8b4']","[0.15317997336387634, 0.9778020977973938, 0.6780598759651184]","['c7b8', 'e8e7', 'b8b4']","[0.005460407119244337, 0.9797321557998657, 0.014807417057454586]","['c7b8', 'e8e7', 'b8b4']","['g2f3', 'c6b5', 'c3e2']","[0.5050723552703857, 0.966442883014679, 0.8590155243873596]","[0.33623459935188293, 0.7107772827148438, 0.7283514738082886]","['c7b8', 'e8e7', 'b8b4']","[0.5050723552703857, 0.966442883014679, 0.8590155243873596]",r3k1r1/P1Qp1p1p/p1b1pp2/8/4P3/1NN2n2/PP3PPq/R4KR1 w q - 1 19
J2I2y,8/2p2rk1/1p2R3/6p1/1PR3P1/P5K1/7P/3r4 w - - 9 45,e6e5 d1g1 g3h3 f7f3,1879,79,74,685,endgame mate mateIn2 rookEndgame short,https://lichess.org/V8UrJkFY#88,,"['d1g1', 'g3h3', 'f7f3']","[0.1931951344013214, 1.0, 0.3045814335346222]","['d1d3', 'g3h3', 'g7g6']","[0.0025380209553986788, 0.9938242435455322, 0.0036377599462866783]","['d1d3', 'g3g2', 'd3d2']","['d1g1', 'g3h3', 'f7f3']","[0.637873113155365, 0.9912097454071045, 0.8206372261047363]","[0.30378368496894836, 1.0, 0.9115926027297974]","['d1d3', 'g3g2', 'd3d2']","[0.30378368496894836, 1.0, 0.9115926027297974]",8/2p2rk1/1p6/4Rpp1/1PR3P1/P5K1/7P/3r4 b - - 10 45
J2bRF,5rk1/1p1n2p1/p3p2N/3pP2Q/8/6P1/PP3qPP/2r2R1K b - - 0 23,g8h8 h6f5 h8g8 f5e7,2216,74,93,147180,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fVEPIOxE/black#45,,"['h6f5', 'h8g8', 'f5e7']","[0.048185091465711594, 1.0, 0.3947940170764923]","['h6f7', 'h8g8', 'f5e7']","[0.0014735069125890732, 0.9893909096717834, 0.009135576896369457]","['h6f5', 'h8g8', 'f5e7']","['h6g4', 'h8g8', 'g4h6']","[0.4798174500465393, 1.0, 0.8623766899108887]","[0.3047448992729187, 1.0, 0.8257060647010803]","['h6f5', 'h8g8', 'f5e7']","[0.4798174500465393, 1.0, 0.8623766899108887]",5rnk/1p4p1/p3p2N/3pP2Q/8/6P1/PP3qPP/2r2R1K w - - 1 24
